0.04205838,-0.06453823,0.0267691,0.06519279,0.01263931,0.10301441,0.09081201,0.04802893,-0.03003195,-0.00099313,-0.11959964,0.05530198
-0.10027079,-0.15598749,0.07049975,0.12183982,-0.0064019,-0.0880821,-0.18357968,0.01024671,-0.07552718,-0.19958329,-0.10366943,0.19944558
0.07870534,-0.00196923,0.05282394,-0.06800848,-0.09051935,-0.03166576,0.14126596,0.0068114,-0.01949687,0.16124682,0.08656044,-0.09322269
0.04221706,-0.10103914,-0.03822377,0.09189114,-0.05819622,-0.07928471,-0.12234019,-0.04684711,0.0898785,0.11640756,-0.06163864,-0.00529419
0.10328579,0.08111987,-0.11640033,-0.00147513,0.05297019,0.11711822,0.10699454,-0.11236215,-0.04486765,0.01265632,0.10212651,-0.06048901
0.08057705,0.01441368,0.07459837,0.01714842,-0.04667836,-0.04079168,0.02884412,-0.10251905,-0.06820159,0.05306236,-0.00295587,-0.07886313
0.0991507,-0.11404441,0.20272484,0.06397051,-0.04402116,-0.01748005,-0.16448088,-0.08313772,-0.05529121,-0.18078606,-0.02570897,0.18107116
-0.00024232,-0.17807442,0.09412247,0.03990129,0.09008466,-0.0901361,-0.14955734,0.09531607,-0.12488246,-0.09499555,-0.03160395,0.18080136
0.02975278,-0.12810506,0.14326169,-0.01543106,0.09321252,-0.05517364,-0.08037918,0.11004922,-0.20467429,-0.21789908,-0.03753676,0.20187278
-0.09933577,0.10789831,0.04838087,0.07215589,-0.04385184,-0.00339659,-0.10370804,0.06995399,-0.06265067,-0.04863486,-0.11506434,0.09268972
0.05137637,-0.23278365,0.2492311,-0.08868262,-0.01748599,-0.17727728,-0.01324329,0.05467047,-0.20467924,-0.13832301,-0.08524452,0.14065877
0.0882735,-0.03470477,0.07845534,-0.03337826,-0.02276282,-0.05357552,-0.10311489,0.04824087,0.09121057,-0.10348637,-0.00051427,0.1035212
